product_title,craft_type,material_cost,price,median_competitor_price,cost_floor,source
Authentic Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,180.0,550,700,350,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,160.0,650,800,300,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,490.0,1050,1250,800,synthetic_benchmark
Classic Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,950.0,2500,3100,1450,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2540.0,6300,7350,3650,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,1070.0,2450,3200,1600,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,170.0,750,900,350,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1290.0,3850,4400,1900,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,900.0,2250,2950,1350,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,280.0,950,1200,500,synthetic_benchmark
Custom Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,320.0,900,1200,550,synthetic_benchmark
Custom Handmade Wooden Coaster Set of 6 with Stand,Woodwork,1100.0,3450,3800,1650,synthetic_benchmark
Exquisite Ergonomic Wireless Silent Optical Mouse,Electronics,1020.0,2100,2650,1550,synthetic_benchmark
Exquisite Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,430.0,1150,1350,700,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,370.0,1050,1200,600,synthetic_benchmark
Custom Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,520.0,1700,2100,850,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,1140.0,2850,3150,1700,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,2370.0,5450,7200,3400,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1470.0,2850,3700,2150,synthetic_benchmark
Handcrafted Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,830.0,2150,2700,1250,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,120.0,450,550,250,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,910.0,2700,3600,1350,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,150.0,500,650,300,synthetic_benchmark
Handmade Terracotta Handpainted Statement Jewelry Set,Jewelry,1240.0,3250,3850,1850,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,170.0,700,850,350,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1560.0,4400,5450,2300,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,160.0,700,900,300,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,740.0,1750,2300,1150,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,2880.0,6900,9150,4150,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1960.0,7500,9900,2850,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,90.0,550,750,250,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,210.0,700,850,400,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,600.0,1400,1700,950,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,930.0,1950,2600,1400,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,1090.0,3900,4350,1650,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1020.0,2650,3200,1550,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1390.0,2950,3800,2050,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,1060.0,3400,3900,1600,synthetic_benchmark
Custom Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,240.0,700,850,450,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,390.0,1250,1500,650,synthetic_benchmark
Traditional Jamdani Cotton Saree,Handloom Textile,3130.0,6500,7800,4500,synthetic_benchmark
Eco-Friendly Khadi Cotton Handloom Kurta for Men,Handloom Textile,1150.0,2400,3050,1700,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,3220.0,9500,12400,4600,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,180.0,550,700,350,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,610.0,1650,2000,950,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,170.0,650,800,350,synthetic_benchmark
Traditional Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1280.0,3350,3700,1900,synthetic_benchmark
Authentic Carved Sheesham Wood Elephant Figurine,Woodwork,470.0,1700,2050,750,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,2090.0,6800,7700,3050,synthetic_benchmark
Handmade Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,270.0,1050,1250,500,synthetic_benchmark
65W GaN USB-C Fast Charger with Foldable Plug,Electronics,1270.0,3150,3850,1900,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,370.0,900,1100,600,synthetic_benchmark
Traditional Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1780.0,5400,6450,2600,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,250.0,950,1200,450,synthetic_benchmark
Vintage Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,520.0,1850,2250,850,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1510.0,3700,4300,2200,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,1400.0,3550,4550,2050,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,1270.0,2950,3400,1900,synthetic_benchmark
Custom Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,370.0,1250,1500,600,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,600.0,2000,2300,950,synthetic_benchmark
Traditional Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,280.0,850,1050,500,synthetic_benchmark
Classic Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1680.0,5100,6050,2450,synthetic_benchmark
Handmade Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,290.0,1000,1200,500,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,280.0,950,1250,500,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,480.0,1300,1750,750,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,610.0,1750,2100,950,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1610.0,4750,5250,2350,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,2860.0,8800,11250,4100,synthetic_benchmark
Traditional Jamdani Cotton Saree,Handloom Textile,3310.0,9400,11100,4750,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2240.0,8500,9750,3250,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,190.0,650,850,350,synthetic_benchmark
Eco-Friendly Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,330.0,1100,1400,550,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,500.0,1300,1600,800,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1150.0,3050,3950,1700,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,360.0,950,1200,600,synthetic_benchmark
Authentic Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1620.0,5050,6300,2350,synthetic_benchmark
Artisan Terracotta Handpainted Statement Jewelry Set,Jewelry,1070.0,2850,3700,1600,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,1310.0,3000,3800,1950,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,420.0,1500,1750,700,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1760.0,3500,4100,2550,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,760.0,1650,1950,1150,synthetic_benchmark
Exquisite Handmade Brass Diya Oil Lamp Hanging,Metalwork,1260.0,3500,4000,1850,synthetic_benchmark
Vintage Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1400.0,5350,5900,2050,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,70.0,550,750,200,synthetic_benchmark
Handcrafted Authentic Kanjivaram Silk Festive Saree,Handloom Textile,1970.0,6350,8300,2850,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,620.0,1150,1500,950,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,130.0,650,850,300,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1730.0,3600,4000,2500,synthetic_benchmark
Handcrafted Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,220.0,600,650,400,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,820.0,2750,3600,1250,synthetic_benchmark
Handmade 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,900.0,1950,2400,1350,synthetic_benchmark
Exquisite Handmade Crocheted Cotton Baby Blanket,Embroidery,840.0,2400,2800,1300,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,280.0,700,900,500,synthetic_benchmark
Traditional Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,350.0,900,1150,600,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,620.0,1650,1950,950,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,750.0,2150,2700,1150,synthetic_benchmark
Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,3280.0,8050,9450,4700,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,940.0,3600,4700,1400,synthetic_benchmark
Vintage Organic Handloom Linen Scarf with Tassels,Handloom Textile,2150.0,5800,6900,3100,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,500.0,1850,2200,800,synthetic_benchmark
Artisan 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,800.0,1850,2250,1200,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,310.0,1400,1700,550,synthetic_benchmark
Authentic Traditional Jamdani Cotton Saree,Handloom Textile,620.0,2050,2450,950,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,2430.0,7100,8400,3500,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,2070.0,5050,5650,3000,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,1440.0,3500,4650,2100,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,350.0,1000,1200,600,synthetic_benchmark
Handmade Terracotta Handpainted Statement Jewelry Set,Jewelry,910.0,2650,3050,1350,synthetic_benchmark
Vintage Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1730.0,5900,7500,2500,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,320.0,650,750,550,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1150.0,3550,4100,1700,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,160.0,750,900,300,synthetic_benchmark
100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,340.0,800,950,600,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,650.0,1450,1950,1000,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,710.0,2250,2700,1100,synthetic_benchmark
Premium Organic Handloom Linen Scarf with Tassels,Handloom Textile,1040.0,2250,2800,1550,synthetic_benchmark
Traditional Jamdani Cotton Saree,Handloom Textile,3200.0,6000,6800,4600,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,390.0,1200,1550,650,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,180.0,600,750,350,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,520.0,1200,1600,850,synthetic_benchmark
Exquisite Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,440.0,1350,1550,700,synthetic_benchmark
Premium Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,830.0,2000,2650,1250,synthetic_benchmark
Deluxe Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,910.0,2650,3100,1350,synthetic_benchmark
Eco-Friendly Hand-Beaten Brass Dining Platter Thali Set,Metalwork,330.0,750,1000,550,synthetic_benchmark
Exquisite 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,700.0,1700,2250,1100,synthetic_benchmark
Premium Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1100.0,3250,4050,1650,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1300.0,3050,3900,1900,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,670.0,2250,2500,1050,synthetic_benchmark
Artisan Handmade Crocheted Cotton Baby Blanket,Embroidery,820.0,2000,2450,1250,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1020.0,3550,3950,1550,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,210.0,900,1000,400,synthetic_benchmark
Exquisite Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1220.0,2850,3500,1800,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,560.0,1400,1600,900,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,600.0,1900,2250,950,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1490.0,4250,4750,2200,synthetic_benchmark
Vintage Hand-Embroidered Chikankari Cotton Kurti,Embroidery,180.0,500,650,350,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,520.0,1800,2050,850,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,450.0,1400,1550,750,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,230.0,750,950,400,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,1600.0,4950,5700,2350,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,360.0,1200,1500,600,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,610.0,1900,2450,950,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,1180.0,4200,4900,1750,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,260.0,750,900,450,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2630.0,8300,10850,3800,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,3110.0,7050,8750,4450,synthetic_benchmark
Premium Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2130.0,7450,9000,3100,synthetic_benchmark
Premium Handmade Mango Wood Candle Stand Pair,Woodwork,580.0,1700,2000,900,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,1570.0,4700,5800,2300,synthetic_benchmark
Deluxe Carved Sheesham Wood Elephant Figurine,Woodwork,740.0,2950,3900,1150,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1740.0,5000,6100,2550,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,990.0,3050,4000,1500,synthetic_benchmark
Eco-Friendly Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,890.0,2250,2550,1350,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,230.0,650,850,400,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,390.0,1250,1400,650,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,860.0,1650,2150,1300,synthetic_benchmark
Exquisite Pochampally Ikat Handwoven Saree,Handloom Textile,1370.0,3050,3450,2000,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,240.0,650,800,450,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,820.0,2200,2700,1250,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,620.0,1750,2250,950,synthetic_benchmark
Premium Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,700.0,1950,2250,1100,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,700.0,2000,2650,1100,synthetic_benchmark
Traditional Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1160.0,3350,4050,1700,synthetic_benchmark
Premium Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1740.0,5150,5750,2550,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1000.0,3500,4500,1500,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,180.0,750,900,350,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1080.0,2150,2850,1600,synthetic_benchmark
65W GaN USB-C Fast Charger with Foldable Plug,Electronics,290.0,700,800,500,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1860.0,5900,6900,2700,synthetic_benchmark
100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,1260.0,2500,3250,1850,synthetic_benchmark
Deluxe Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1130.0,3750,4250,1700,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1400.0,4250,4800,2050,synthetic_benchmark
100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,390.0,950,1250,650,synthetic_benchmark
Premium Handmade Mango Wood Candle Stand Pair,Woodwork,540.0,1600,2000,850,synthetic_benchmark
Handmade Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,970.0,2100,2350,1450,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2260.0,5500,7150,3250,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,430.0,1250,1450,700,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,790.0,1700,1900,1200,synthetic_benchmark
Authentic Noise Cancelling Over-Ear Studio Headphones,Electronics,1490.0,2600,3100,2200,synthetic_benchmark
Authentic Sandalwood Carved Incense Stick Holder,Woodwork,840.0,1900,2550,1300,synthetic_benchmark
Premium Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,850.0,2450,3050,1300,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,250.0,950,1100,450,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,1110.0,2950,3800,1650,synthetic_benchmark
Traditional 65W GaN USB-C Fast Charger with Foldable Plug,Electronics,860.0,2000,2700,1300,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1920.0,4000,4450,2800,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,530.0,1800,2400,850,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,210.0,750,850,400,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,290.0,900,1000,500,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,3350.0,8300,10250,4800,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,750.0,2000,2500,1150,synthetic_benchmark
Premium Ergonomic Wireless Silent Optical Mouse,Electronics,1460.0,3450,4450,2150,synthetic_benchmark
Classic Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1710.0,4650,5350,2500,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1740.0,4100,5450,2550,synthetic_benchmark
Authentic Handmade Wooden Coaster Set of 6 with Stand,Woodwork,730.0,1950,2550,1100,synthetic_benchmark
Vintage Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1640.0,4750,5500,2400,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,430.0,1400,1800,700,synthetic_benchmark
Artisan Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1510.0,4700,5800,2200,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,280.0,1100,1450,500,synthetic_benchmark
Handcrafted Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1050.0,3750,4300,1550,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,170.0,750,1000,350,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,3490.0,8050,9850,5000,synthetic_benchmark
Artisan Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,310.0,950,1250,550,synthetic_benchmark
Classic Hand-Beaten Brass Dining Platter Thali Set,Metalwork,370.0,1250,1550,600,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,820.0,2500,3100,1250,synthetic_benchmark
Artisan Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,330.0,1200,1400,550,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,600.0,1450,1750,950,synthetic_benchmark
Premium Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1510.0,3800,4800,2200,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,530.0,1500,1650,850,synthetic_benchmark
Vintage Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,190.0,600,700,350,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,410.0,1000,1200,650,synthetic_benchmark
Artisan Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,680.0,1500,1800,1050,synthetic_benchmark
Classic Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,330.0,950,1250,550,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,360.0,900,1200,600,synthetic_benchmark
Deluxe USB-C to Lightning Braided Fast Sync Cable,Electronics,340.0,850,1000,600,synthetic_benchmark
Premium Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,710.0,1650,2100,1100,synthetic_benchmark
Eco-Friendly Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,220.0,800,1100,400,synthetic_benchmark
Authentic 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,1210.0,1950,2350,1800,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,340.0,900,1100,600,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,950.0,2700,3100,1450,synthetic_benchmark
Deluxe Noise Cancelling Over-Ear Studio Headphones,Electronics,1250.0,3350,4400,1850,synthetic_benchmark
Exquisite Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,880.0,3250,4050,1350,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,590.0,1850,2250,950,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,2720.0,7000,7700,3900,synthetic_benchmark
Authentic Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,160.0,700,950,300,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,170.0,550,600,350,synthetic_benchmark
Handcrafted Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,360.0,1050,1250,600,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,1020.0,4100,5150,1550,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1190.0,2900,3800,1750,synthetic_benchmark
Classic Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,320.0,1150,1400,550,synthetic_benchmark
Authentic Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,560.0,1550,1800,900,synthetic_benchmark
Vintage Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,960.0,2950,3300,1450,synthetic_benchmark
Exquisite Khadi Cotton Handloom Kurta for Men,Handloom Textile,2830.0,6550,7750,4050,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,950.0,2650,3250,1450,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,160.0,450,550,300,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,330.0,700,950,550,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,300.0,1100,1350,500,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1720.0,5450,6200,2500,synthetic_benchmark
Custom Handmade Brass Meenakari Enamel Bangles Set,Jewelry,730.0,2500,3050,1100,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1500.0,3950,4900,2200,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,500.0,1500,1750,800,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,340.0,800,950,600,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,1180.0,2450,3300,1750,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,1230.0,2950,3400,1800,synthetic_benchmark
Handmade Noise Cancelling Over-Ear Studio Headphones,Electronics,610.0,1700,1950,950,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1260.0,3700,4600,1850,synthetic_benchmark
Handmade Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1170.0,4600,5300,1750,synthetic_benchmark
Premium Traditional Jamdani Cotton Saree,Handloom Textile,2070.0,4000,4650,3000,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1730.0,5000,6100,2500,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,280.0,1000,1150,500,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,420.0,1150,1500,700,synthetic_benchmark
Eco-Friendly Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,160.0,700,800,300,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1370.0,3050,3600,2000,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1700.0,5100,5700,2500,synthetic_benchmark
Authentic USB-C to Lightning Braided Fast Sync Cable,Electronics,550.0,1100,1300,850,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,670.0,2250,3000,1050,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,480.0,1800,2250,750,synthetic_benchmark
